score,time,contrast,subject
-0.0038492139165046484,-0.2,voiced,10
-0.0005300646988092825,-0.19,voiced,10
7.120567866934102e-05,-0.18,voiced,10
0.00020598966921023224,-0.17,voiced,10
0.008926685371327884,-0.16,voiced,10
-0.0045552123009852665,-0.15,voiced,10
-0.0038629481129683766,-0.14,voiced,10
-0.0041240469760679315,-0.13,voiced,10
-0.007851199221840842,-0.12,voiced,10
-2.569072464437926e-05,-0.11,voiced,10
-0.004442975481396742,-0.1,voiced,10
0.0037168626940431333,-0.09,voiced,10
-0.013817233740464218,-0.08,voiced,10
-0.005306624541462007,-0.07,voiced,10
-0.007072672694117773,-0.06,voiced,10
-0.002225596172591597,-0.05,voiced,10
-0.0011100559132226184,-0.04,voiced,10
-0.003944864378792079,-0.03,voiced,10
-0.00635338457214336,-0.02,voiced,10
0.0022906310321125487,-0.01,voiced,10
0.0019229209620945042,0.0,voiced,10
-0.006271291976734983,0.01,voiced,10
-0.0015477088647753649,0.02,voiced,10
0.0018281039314422363,0.03,voiced,10
0.002458653891579037,0.04,voiced,10
0.0009334779925109902,0.05,voiced,10
0.006744154724148707,0.06,voiced,10
0.013470338314739335,0.07,voiced,10
0.0071740964836770746,0.08,voiced,10
0.0034298409938332665,0.09,voiced,10
0.005574562518401156,0.1,voiced,10
0.011970894941361717,0.11,voiced,10
0.0073523153780601725,0.12,voiced,10
-0.004860017883937258,0.13,voiced,10
0.0014791381064345793,0.14,voiced,10
0.007110633977626828,0.15,voiced,10
0.003883384344335056,0.16,voiced,10
0.005211434121094478,0.17,voiced,10
0.010101847201298132,0.18,voiced,10
0.02380526144128253,0.19,voiced,10
0.03666046002188385,0.2,voiced,10
0.03950368983169432,0.21,voiced,10
0.024871627178881556,0.22,voiced,10
0.006296295951038396,0.23,voiced,10
-0.0009432802955173561,0.24,voiced,10
0.0034232349259438522,0.25,voiced,10
0.002171496917250069,0.26,voiced,10
0.0014385498854078505,0.27,voiced,10
0.00012281125195199663,0.28,voiced,10
-0.005844927494212551,0.29,voiced,10
0.002633321309475154,0.3,voiced,10
0.000183353942745779,0.31,voiced,10
0.0023145902867337614,0.32,voiced,10
0.015565682891090156,0.33,voiced,10
0.014619532230581619,0.34,voiced,10
-0.0027336156560319688,0.35,voiced,10
-0.007788090686230519,0.36,voiced,10
0.016041774302642673,0.37,voiced,10
0.01602420139699677,0.38,voiced,10
0.007570174032811862,0.39,voiced,10
0.010119253023770924,0.4,voiced,10
0.020710060906290916,0.41,voiced,10
0.012709175883137304,0.42,voiced,10
0.008341999194323484,0.43,voiced,10
0.009422483688742737,0.44,voiced,10
0.015215710173589808,0.45,voiced,10
0.00539248111341949,0.46,voiced,10
0.000942815908944286,0.47,voiced,10
0.002906620311467301,0.48,voiced,10
0.00800263569286324,0.49,voiced,10
0.003694334268075565,0.5,voiced,10
0.009070102483577785,0.51,voiced,10
0.010356301747862168,0.52,voiced,10
-0.002902662129491715,0.53,voiced,10
0.0007176924963853506,0.54,voiced,10
-0.0017834199213462136,0.55,voiced,10
-0.0015506928641482738,0.56,voiced,10
0.004537659095558044,0.57,voiced,10
0.010321037573465256,0.58,voiced,10
-0.007352456505510813,0.59,voiced,10
-0.009005199275830336,0.6,voiced,10
0.0073377805689052895,-0.2,wordfreq,10
0.004378739992347354,-0.19,wordfreq,10
-0.015562032142713322,-0.18,wordfreq,10
-0.008078105258778058,-0.17,wordfreq,10
0.008043736452959839,-0.16,wordfreq,10
-0.002057081168538017,-0.15,wordfreq,10
0.0008649565530465061,-0.14,wordfreq,10
-0.013827001708636112,-0.13,wordfreq,10
-0.001087203122585163,-0.12,wordfreq,10
-0.009410179081642414,-0.11,wordfreq,10
0.004675260099704164,-0.1,wordfreq,10
-0.0008616975906386199,-0.09,wordfreq,10
-0.022924054274791803,-0.08,wordfreq,10
-0.007992626431262764,-0.07,wordfreq,10
-0.002415266167657187,-0.06,wordfreq,10
0.0004224690943232155,-0.05,wordfreq,10
-0.010574513450328706,-0.04,wordfreq,10
0.01462136709808625,-0.03,wordfreq,10
0.0028897521444714307,-0.02,wordfreq,10
-0.013934643043203767,-0.01,wordfreq,10
-0.016807164830262355,0.0,wordfreq,10
-0.005377303381417079,0.01,wordfreq,10
0.005345506321662832,0.02,wordfreq,10
-0.007472810434664323,0.03,wordfreq,10
0.011124630764227067,0.04,wordfreq,10
0.02143224182136281,0.05,wordfreq,10
0.027306682778809488,0.06,wordfreq,10
0.019210479169855573,0.07,wordfreq,10
0.028683908203677323,0.08,wordfreq,10
0.01504100355528457,0.09,wordfreq,10
0.02275081606854912,0.1,wordfreq,10
0.02550182977253635,0.11,wordfreq,10
0.02320683551874425,0.12,wordfreq,10
0.019971920107304284,0.13,wordfreq,10
0.0337230092475889,0.14,wordfreq,10
0.03861255274435762,0.15,wordfreq,10
0.037779058532724286,0.16,wordfreq,10
0.036575056558375056,0.17,wordfreq,10
0.037285628411400686,0.18,wordfreq,10
0.03677007370489305,0.19,wordfreq,10
0.037995933409649824,0.2,wordfreq,10
0.052509926288391906,0.21,wordfreq,10
0.05592565020830009,0.22,wordfreq,10
0.04293445363515279,0.23,wordfreq,10
0.04266768195527795,0.24,wordfreq,10
0.04280552527110329,0.25,wordfreq,10
0.036557256115325024,0.26,wordfreq,10
0.03350296078372409,0.27,wordfreq,10
0.037736433473520355,0.28,wordfreq,10
0.041535792863771785,0.29,wordfreq,10
0.040741149904196555,0.3,wordfreq,10
0.03387674844242178,0.31,wordfreq,10
0.0298395375547758,0.32,wordfreq,10
0.03655388279872071,0.33,wordfreq,10
0.045430337084444834,0.34,wordfreq,10
0.04247317072050012,0.35,wordfreq,10
0.02051972166828982,0.36,wordfreq,10
0.030644695934058164,0.37,wordfreq,10
0.04528455720137375,0.38,wordfreq,10
0.04109161104000401,0.39,wordfreq,10
0.03226666726114809,0.4,wordfreq,10
0.037914802106873244,0.41,wordfreq,10
0.04290193124112526,0.42,wordfreq,10
0.04364108629223835,0.43,wordfreq,10
0.03668518179450176,0.44,wordfreq,10
0.028752209927350263,0.45,wordfreq,10
0.02956058688321551,0.46,wordfreq,10
0.030890794843789284,0.47,wordfreq,10
0.023903144795236708,0.48,wordfreq,10
0.03906432569191169,0.49,wordfreq,10
0.034485850572259065,0.5,wordfreq,10
0.017049308674538088,0.51,wordfreq,10
0.01917331363500613,0.52,wordfreq,10
0.023822196492467303,0.53,wordfreq,10
0.026566618248034635,0.54,wordfreq,10
0.010971983435378956,0.55,wordfreq,10
0.009440316707008985,0.56,wordfreq,10
0.01796551407331659,0.57,wordfreq,10
0.01182389598482059,0.58,wordfreq,10
0.016426094728673214,0.59,wordfreq,10
0.016605061318830956,0.6,wordfreq,10
