score,time,contrast,subject
-0.0061555803731145305,-0.2,voiced,02
-0.0014797225441981067,-0.19,voiced,02
-0.0019009465042478483,-0.18,voiced,02
-0.00303678239050426,-0.17,voiced,02
-0.0009701042100738375,-0.16,voiced,02
0.0030327096319281467,-0.15,voiced,02
0.009553103297097314,-0.14,voiced,02
0.007018269237334125,-0.13,voiced,02
0.0038559438372944557,-0.12,voiced,02
-0.003160424011561633,-0.11,voiced,02
-0.0067073775017668395,-0.1,voiced,02
-0.007266551470193863,-0.09,voiced,02
-0.013444935692424765,-0.08,voiced,02
-0.0032488112573639087,-0.07,voiced,02
0.0059400749458484075,-0.06,voiced,02
-0.006476398271025225,-0.05,voiced,02
-0.007231536474113468,-0.04,voiced,02
0.014343395297071716,-0.03,voiced,02
0.003419131705655732,-0.02,voiced,02
-0.004810915172666578,-0.01,voiced,02
0.007605645684757587,0.0,voiced,02
0.0031010749110038966,0.01,voiced,02
-0.003797854158774497,0.02,voiced,02
-0.0004524470186064318,0.03,voiced,02
0.0004946215952031998,0.04,voiced,02
2.117161574204895e-05,0.05,voiced,02
0.005989833024337018,0.06,voiced,02
0.00571436684547986,0.07,voiced,02
0.012265949481450267,0.08,voiced,02
0.01814028669566172,0.09,voiced,02
0.016596267689710165,0.1,voiced,02
0.01681037137651102,0.11,voiced,02
0.023706711779120888,0.12,voiced,02
0.010923858845135383,0.13,voiced,02
4.8077545352679466e-05,0.14,voiced,02
0.0049065165640676065,0.15,voiced,02
0.007736426584367632,0.16,voiced,02
0.014219192202975538,0.17,voiced,02
0.031025219025743844,0.18,voiced,02
0.032804143908709296,0.19,voiced,02
0.03179523087916338,0.2,voiced,02
0.03013614967839269,0.21,voiced,02
0.01415240757122527,0.22,voiced,02
-0.0010548448861956953,0.23,voiced,02
0.0022103933391898548,0.24,voiced,02
0.008345928758011316,0.25,voiced,02
0.0025370229521434434,0.26,voiced,02
0.005651133638907545,0.27,voiced,02
0.0004690542900583614,0.28,voiced,02
-0.003221584235734914,0.29,voiced,02
-0.002843688470133023,0.3,voiced,02
-0.0061212713492984575,0.31,voiced,02
-0.005769198742300059,0.32,voiced,02
0.0036929082623468885,0.33,voiced,02
0.017138141402936187,0.34,voiced,02
0.007803908895419787,0.35,voiced,02
0.002087288603364152,0.36,voiced,02
0.009581777253749233,0.37,voiced,02
0.012523847644474652,0.38,voiced,02
0.014353947123061452,0.39,voiced,02
0.02147787516661283,0.4,voiced,02
0.014353448899637068,0.41,voiced,02
0.0008157462400993363,0.42,voiced,02
-0.0019609439635178785,0.43,voiced,02
0.002428681159719192,0.44,voiced,02
0.002124570808775441,0.45,voiced,02
0.00902968775190624,0.46,voiced,02
-0.001252876242479501,0.47,voiced,02
-0.0037469647122716633,0.48,voiced,02
-0.00373322707475177,0.49,voiced,02
0.0059295218382682344,0.5,voiced,02
0.012615847491366952,0.51,voiced,02
0.0070657889425437105,0.52,voiced,02
-0.001809567819836135,0.53,voiced,02
-0.0060918507807158125,0.54,voiced,02
-0.0016253011714969822,0.55,voiced,02
0.0031660564956828108,0.56,voiced,02
-0.0033896804738405076,0.57,voiced,02
0.006638569247141385,0.58,voiced,02
0.01028042461064195,0.59,voiced,02
0.0031201045670585163,0.6,voiced,02
0.010369869049012034,-0.2,wordfreq,02
-0.00018750624525410732,-0.19,wordfreq,02
0.0017207847099359132,-0.18,wordfreq,02
0.01437027861023073,-0.17,wordfreq,02
0.01543862233292461,-0.16,wordfreq,02
-0.011223986972271774,-0.15,wordfreq,02
-0.0021679920050144555,-0.14,wordfreq,02
0.0026752211098036173,-0.13,wordfreq,02
0.0011866538541717038,-0.12,wordfreq,02
