story,story_uid,sound_id,kind,start,sound,onset,duration,orig_time,extras,phoneme,sequence_id,condition,word_index,speech_rate,voice,pronounced,word
cable_spool_fort,1.0,0.0,phoneme,14.62,stimuli/audio/cable_spool_fort_0.wav,43.68,0.0100000000000015,2000-01-01 00:00:00+00:00,{},t_E,5.0,sentence,1.0,190.0,Samantha,1.0,
cable_spool_fort,1.0,0.0,phoneme,14.639999,stimuli/audio/cable_spool_fort_0.wav,43.7,0.08,2000-01-01 00:00:00+00:00,{},t_B,5.0,sentence,2.0,190.0,Samantha,1.0,
cable_spool_fort,1.0,0.0,word,14.639999,stimuli/audio/cable_spool_fort_0.wav,43.7,0.1500000000000003,2000-01-01 00:00:00+00:00,{},,5.0,sentence,2.0,190.0,Samantha,1.0,to
cable_spool_fort,1.0,0.0,phoneme,14.719999,stimuli/audio/cable_spool_fort_0.wav,43.78,0.0700000000000002,2000-01-01 00:00:00+00:00,{},ih_E,5.0,sentence,2.0,190.0,Samantha,1.0,
cable_spool_fort,1.0,0.0,phoneme,14.799999,stimuli/audio/cable_spool_fort_0.wav,43.86,0.0600000000000005,2000-01-01 00:00:00+00:00,{},p_B,5.0,sentence,3.0,190.0,Samantha,1.0,
cable_spool_fort,1.0,0.0,word,14.799999,stimuli/audio/cable_spool_fort_0.wav,43.86,0.1899999999999995,2000-01-01 00:00:00+00:00,{},,5.0,sentence,3.0,190.0,Samantha,1.0,pick
cable_spool_fort,1.0,0.0,phoneme,14.859999,stimuli/audio/cable_spool_fort_0.wav,43.92,0.08,2000-01-01 00:00:00+00:00,{},ih_I,5.0,sentence,3.0,190.0,Samantha,1.0,
cable_spool_fort,1.0,0.0,phoneme,14.939999,stimuli/audio/cable_spool_fort_0.wav,44.0,0.0499999999999989,2000-01-01 00:00:00+00:00,{},k_E,5.0,sentence,3.0,190.0,Samantha,1.0,
cable_spool_fort,1.0,0.0,phoneme,14.99,stimuli/audio/cable_spool_fort_0.wav,44.05,0.0700000000000002,2000-01-01 00:00:00+00:00,{},ah_B,5.0,sentence,4.0,190.0,Samantha,1.0,
cable_spool_fort,1.0,0.0,word,14.99,stimuli/audio/cable_spool_fort_0.wav,44.05,0.1699999999999999,2000-01-01 00:00:00+00:00,{},,5.0,sentence,4.0,190.0,Samantha,1.0,up
