score,time,contrast,subject
0.0020865557435783824,-0.2,voiced,08
0.0008521572054751386,-0.19,voiced,08
0.012057880090717597,-0.18,voiced,08
-0.00042951209798186633,-0.17,voiced,08
0.00189037213784957,-0.16,voiced,08
0.002466166384427858,-0.15,voiced,08
-0.012659161676574087,-0.14,voiced,08
0.0042766495517128095,-0.13,voiced,08
0.012089376547131308,-0.12,voiced,08
-0.0017570007090988206,-0.11,voiced,08
-0.004509058874918475,-0.1,voiced,08
-0.0007420741193225847,-0.09,voiced,08
-0.011984848582870343,-0.08,voiced,08
-0.008809369340118,-0.07,voiced,08
0.002861203912351563,-0.06,voiced,08
0.009515784914355051,-0.05,voiced,08
-0.00208947293918142,-0.04,voiced,08
0.0033862382556633162,-0.03,voiced,08
0.0005573866277687646,-0.02,voiced,08
-0.005621103850577155,-0.01,voiced,08
0.0014202831425820031,0.0,voiced,08
-0.0034995848818492044,0.01,voiced,08
-0.0038673958768867794,0.02,voiced,08
-0.0017597625897899291,0.03,voiced,08
-0.0027782328474479337,0.04,voiced,08
0.0028718753109941452,0.05,voiced,08
0.0003731066689613434,0.06,voiced,08
0.007383906517700425,0.07,voiced,08
0.00589412813944222,0.08,voiced,08
0.010367655792439576,0.09,voiced,08
0.007210455082561536,0.1,voiced,08
0.006334337891983281,0.11,voiced,08
0.004273027589780191,0.12,voiced,08
0.0077578556340969496,0.13,voiced,08
0.014620007825325538,0.14,voiced,08
0.020459065352733685,0.15,voiced,08
0.020861986399364357,0.16,voiced,08
0.027575842446167943,0.17,voiced,08
0.03617992933279455,0.18,voiced,08
0.037213848671569696,0.19,voiced,08
0.04313805030065847,0.2,voiced,08
0.030237469117695565,0.21,voiced,08
0.022510874407562463,0.22,voiced,08
0.007389963755220001,0.23,voiced,08
0.005430596005937334,0.24,voiced,08
0.00808696571046566,0.25,voiced,08
0.012201400867219742,0.26,voiced,08
0.020048301959578387,0.27,voiced,08
0.023900373238082306,0.28,voiced,08
0.02511354320958613,0.29,voiced,08
0.025775348874916372,0.3,voiced,08
0.02518099127778414,0.31,voiced,08
0.01952141361767549,0.32,voiced,08
0.01057262911162944,0.33,voiced,08
0.010011801336639628,0.34,voiced,08
0.013176609074693915,0.35,voiced,08
0.019361994185700844,0.36,voiced,08
0.01694642012058227,0.37,voiced,08
0.018758752059317745,0.38,voiced,08
0.01598250099186635,0.39,voiced,08
0.012440073111901786,0.4,voiced,08
0.01733860274323328,0.41,voiced,08
0.015465160089502277,0.42,voiced,08
0.00082527083874716,0.43,voiced,08
0.0016591516751294502,0.44,voiced,08
0.012390080261507444,0.45,voiced,08
0.020014807127631613,0.46,voiced,08
0.0160251306395405,0.47,voiced,08
0.016913773175613107,0.48,voiced,08
0.011597220641044848,0.49,voiced,08
0.005278233787706113,0.5,voiced,08
0.013717181330261806,0.51,voiced,08
0.009861507718689398,0.52,voiced,08
0.004298456194123623,0.53,voiced,08
0.002939953827416617,0.54,voiced,08
0.004036216156200131,0.55,voiced,08
0.01006506330581517,0.56,voiced,08
0.01031162108355784,0.57,voiced,08
0.01973833470841894,0.58,voiced,08
0.01323895308152928,0.59,voiced,08
0.0071382049175096295,0.6,voiced,08
0.01436720530691756,-0.2,wordfreq,08
0.00894991395818032,-0.19,wordfreq,08
-0.013155853572582978,-0.18,wordfreq,08
0.0028240470150834042,-0.17,wordfreq,08
0.010067324738739322,-0.16,wordfreq,08
-0.007614639105673793,-0.15,wordfreq,08
-0.003939723832308169,-0.14,wordfreq,08
-0.004496342009070009,-0.13,wordfreq,08
-0.010833976515554117,-0.12,wordfreq,08
0.002872891665226197,-0.11,wordfreq,08
-0.0044803667622593515,-0.1,wordfreq,08
-0.008486734981426974,-0.09,wordfreq,08
0.020179055005495227,-0.08,wordfreq,08
0.012262116411424051,-0.07,wordfreq,08
-0.018054584490652673,-0.06,wordfreq,08
-0.011261409665287431,-0.05,wordfreq,08
-0.014292956052381596,-0.04,wordfreq,08
-0.008461818238163152,-0.03,wordfreq,08
-1.626081975583768e-05,-0.02,wordfreq,08
0.0004449047572023304,-0.01,wordfreq,08
0.017693204334397875,0.0,wordfreq,08
0.005898930215779492,0.01,wordfreq,08
0.016819735477422004,0.02,wordfreq,08
0.0245282419317421,0.03,wordfreq,08
0.024569654523851434,0.04,wordfreq,08
0.02387212600155763,0.05,wordfreq,08
0.013671529331907472,0.06,wordfreq,08
0.00670614506071422,0.07,wordfreq,08
0.014081159538427089,0.08,wordfreq,08
0.020583797771779246,0.09,wordfreq,08
0.015682426811308315,0.1,wordfreq,08
0.024935801288810223,0.11,wordfreq,08
0.029819577240407583,0.12,wordfreq,08
0.02928591975438426,0.13,wordfreq,08
0.02308111467141906,0.14,wordfreq,08
0.013943838396630387,0.15,wordfreq,08
