score,time,contrast,subject
0.005032187666715323,-0.2,voiced,06
-0.0034101074982993023,-0.19,voiced,06
-0.006142191567914434,-0.18,voiced,06
0.012850792124287028,-0.17,voiced,06
0.013061927762202379,-0.16,voiced,06
0.009654928292058256,-0.15,voiced,06
0.004434470146549792,-0.14,voiced,06
-0.014185068713005585,-0.13,voiced,06
-0.0038678323688091333,-0.12,voiced,06
-0.0031285975160205036,-0.11,voiced,06
0.0031289572823179827,-0.1,voiced,06
-0.01160199992933968,-0.09,voiced,06
-0.0037578900194726113,-0.08,voiced,06
-0.011056210206997192,-0.07,voiced,06
-0.008643696417527958,-0.06,voiced,06
-0.006587506066126316,-0.05,voiced,06
-0.000536039741244415,-0.04,voiced,06
0.011957332682481201,-0.03,voiced,06
0.014415555820393026,-0.02,voiced,06
0.001660570035887299,-0.01,voiced,06
0.006666011104156516,0.0,voiced,06
0.012783153169140266,0.01,voiced,06
0.008240162808141058,0.02,voiced,06
-0.008972339762174899,0.03,voiced,06
-0.014991188350104953,0.04,voiced,06
-0.011625901069935805,0.05,voiced,06
-0.004086594190630474,0.06,voiced,06
-0.01193648603877338,0.07,voiced,06
-0.004757234058762491,0.08,voiced,06
0.0016360158486073842,0.09,voiced,06
0.01061823355980568,0.1,voiced,06
0.007887547130709632,0.11,voiced,06
0.00829066785054045,0.12,voiced,06
0.014196497021782061,0.13,voiced,06
0.003696967741589605,0.14,voiced,06
0.007523675866803519,0.15,voiced,06
0.017468439403256264,0.16,voiced,06
0.02232957681174253,0.17,voiced,06
0.027170328811846823,0.18,voiced,06
0.0250572772308674,0.19,voiced,06
0.028036879785210397,0.2,voiced,06
0.026432610972075957,0.21,voiced,06
0.014890875951034945,0.22,voiced,06
0.0033788827832363245,0.23,voiced,06
0.001449487872121386,0.24,voiced,06
0.01400118976986298,0.25,voiced,06
0.020065226639779443,0.26,voiced,06
0.009818813738473696,0.27,voiced,06
0.007060878674112818,0.28,voiced,06
-0.0010038626027878926,0.29,voiced,06
0.003772998226189901,0.3,voiced,06
0.00796313237013275,0.31,voiced,06
0.001743095843009164,0.32,voiced,06
-0.0006253682987825449,0.33,voiced,06
0.006883698616294748,0.34,voiced,06
0.01193724736952255,0.35,voiced,06
0.014810331905508902,0.36,voiced,06
0.020428284120603997,0.37,voiced,06
0.027357439437082316,0.38,voiced,06
0.024906263675089246,0.39,voiced,06
0.013428276544929922,0.4,voiced,06
0.012333039437977816,0.41,voiced,06
0.014592778245734822,0.42,voiced,06
0.010756503276335642,0.43,voiced,06
0.013923629594267108,0.44,voiced,06
0.013130721836384043,0.45,voiced,06
0.016255051362840185,0.46,voiced,06
0.014733685011942886,0.47,voiced,06
0.007931426196116054,0.48,voiced,06
0.00430405488592524,0.49,voiced,06
0.0005840483268671301,0.5,voiced,06
0.005906325889525945,0.51,voiced,06
0.012706330728214265,0.52,voiced,06
0.01113507223642745,0.53,voiced,06
0.007889835605675074,0.54,voiced,06
0.000188236699225905,0.55,voiced,06
0.0024695827726351678,0.56,voiced,06
0.00993510260240579,0.57,voiced,06
0.0055823025914811435,0.58,voiced,06
-0.002108698397512384,0.59,voiced,06
-0.0038693557406864532,0.6,voiced,06
-0.0017501648262484776,-0.2,wordfreq,06
-0.004722168098323627,-0.19,wordfreq,06
0.008004436954145126,-0.18,wordfreq,06
-0.0007674630498957912,-0.17,wordfreq,06
0.013610031200260655,-0.16,wordfreq,06
0.007541090494202685,-0.15,wordfreq,06
-0.016994232402163818,-0.14,wordfreq,06
-0.025326579789304495,-0.13,wordfreq,06
-0.01843922188920757,-0.12,wordfreq,06
-0.006028709067665603,-0.11,wordfreq,06
-0.010067187630134884,-0.1,wordfreq,06
-0.00029821557894217106,-0.09,wordfreq,06
-0.0027837562113841073,-0.08,wordfreq,06
0.008062929202125885,-0.07,wordfreq,06
0.005579741903669878,-0.06,wordfreq,06
0.009086581010846508,-0.05,wordfreq,06
-0.0021541617591458746,-0.04,wordfreq,06
