score,time,contrast,subject
0.006404767712778719,-0.2,voiced,09
-0.0024474599839476954,-0.19,voiced,09
-0.011473581732075381,-0.18,voiced,09
-0.013056886260161625,-0.17,voiced,09
-0.02129177628457793,-0.16,voiced,09
-0.0017938326407999198,-0.15,voiced,09
0.013160348907843535,-0.14,voiced,09
0.010022749039631365,-0.13,voiced,09
-0.0009590415828060259,-0.12,voiced,09
0.003679423002605844,-0.11,voiced,09
0.005848897431500571,-0.1,voiced,09
0.005961247918848615,-0.09,voiced,09
0.006487002005064807,-0.08,voiced,09
0.0023545976106279383,-0.07,voiced,09
-0.0010917668953256184,-0.06,voiced,09
0.0017207124724302463,-0.05,voiced,09
-0.0010849580880222076,-0.04,voiced,09
0.0008326989882981169,-0.03,voiced,09
0.007909864974084597,-0.02,voiced,09
0.01549272816450265,-0.01,voiced,09
0.012667662568539517,0.0,voiced,09
0.005224241123782912,0.01,voiced,09
-0.007906303145604577,0.02,voiced,09
-0.017415526462747927,0.03,voiced,09
0.0014410762740588168,0.04,voiced,09
0.009245968516180297,0.05,voiced,09
0.00207614492576528,0.06,voiced,09
-0.0018941358024437186,0.07,voiced,09
0.0010870892624693287,0.08,voiced,09
-0.007529137898077275,0.09,voiced,09
-0.001328449353689892,0.1,voiced,09
0.009394691036923631,0.11,voiced,09
0.021694096927645644,0.12,voiced,09
0.027571323519419193,0.13,voiced,09
0.01721635942362303,0.14,voiced,09
0.005203646012821418,0.15,voiced,09
-0.004986983454598791,0.16,voiced,09
-0.00019488913548275147,0.17,voiced,09
0.0061556113585409175,0.18,voiced,09
0.01528970642898089,0.19,voiced,09
0.02647073979172229,0.2,voiced,09
0.022533656366255646,0.21,voiced,09
0.026705132618271045,0.22,voiced,09
0.0159162744541194,0.23,voiced,09
0.002808844989373356,0.24,voiced,09
-0.004950463536574875,0.25,voiced,09
-0.005391242311692995,0.26,voiced,09
0.004981864629567046,0.27,voiced,09
0.0067288487604827436,0.28,voiced,09
0.007642930067209976,0.29,voiced,09
0.002363990290172478,0.3,voiced,09
-0.005373638419075111,0.31,voiced,09
0.0014421045927333594,0.32,voiced,09
0.00884397346886381,0.33,voiced,09
0.0039222033352110785,0.34,voiced,09
-0.0012633852156764046,0.35,voiced,09
0.013265120972011926,0.36,voiced,09
